EPS Gr %,EPS Qtr Gr %,Rev Gr %
-0.215,-0.109,0.04
,,
,0.36,0.091
,,
-0.309,-0.344,0.19
-0.167,-0.167,-0.159
,,41.0
,1.242,0.088
,,-0.174
,,0.102
1.57,1.657,0.549
-0.414,-0.255,-0.045
,,-0.767
,,0.037
,,-0.195
,,
,,-0.894
,,
,,-0.013
,,
,,
,,0.16
,,
0.259,0.259,0.127
,,
,,0.067
,,0.487
,,-0.914
,,0.237
7.38,28.594,
,,1.856
,,0.545
0.099,0.094,0.123
,,
,,
,,-0.007
,,
,,
,,
,,0.05
,,0.134
,,0.53
,,23.148
,,
,-0.658,-0.037
,,-0.017
,,-0.112
,,2.461
,,-0.189
,-0.658,-0.037
,,-0.227
,,
,,4.206
,,3.362
,,
,,
,,
,,
,,1.135
,,0.148
-0.857,-0.854,0.149
,0.499,-0.193
,,
,,
,,1.18
,,0.111
,,0.148
,,
,,0.35
,,0.117
,,
,,-0.46
,-0.658,-0.037
,,-0.086
,,0.0
,,
,,
0.0,0.003,0.005
,,
,,-0.693
0.119,0.119,0.146
,,
,,0.193
,,0.028
,,
,,-0.235
,,0.08
,,5.203
,,
,-0.359,-0.335
-0.654,-0.758,
,,-0.576
,,1.416
,,
-0.429,-0.421,0.122
,,-0.481
-0.067,-0.141,0.019
,,0.235
,,0.199
,,
,,
,,-0.318
,,-0.155
,,
,,0.001
,,
,,
0.242,0.242,0.062
,,-0.308
,,
2.121,2.242,-0.173
,,-0.165
0.305,0.305,0.705
,,-0.446
,,-0.075
,,
,,3.169
,,
0.169,0.123,0.027
0.184,0.149,0.026
,,-0.054
,,0.054
,,
,,
,,
,,173.918
,,
,,2.223
,,8.37
,,
,,-0.576
,,-0.775
-0.035,0.0,0.166
,,-0.3
,,0.134
,,0.019
,,
,,1.168
,,-0.19
-0.545,-0.568,0.022
,,
,11.141,-0.01
,,
,,1.549
,,
,,-0.245
,,-0.245
,,
,,-0.092
,,-1.0
-0.643,-0.642,-0.122
,,-0.032
,,
-0.289,-0.217,0.138
,,
,,0.379
,,
,,47.0
,,
0.193,0.193,0.025
,,-0.989
35.705,32.607,0.207
,,
0.811,0.813,-0.034
,,-0.24
,,0.565
,,-0.431
,,-0.354
,,4.151
,,1.454
,,0.282
,,-0.41
,,0.178
,,
,,0.08
,,
,,-0.323
,,-0.142
,,0.192
,,
-0.364,-0.347,-0.418
,,-0.092
4.333,4.224,1.557
,,
0.416,0.404,0.305
,,0.716
,,-0.703
,,
,,1.893
,,0.088
-0.964,-0.928,-0.209
,,0.29
,,
,,
,,
,,-0.231
,,-0.466
,,
,,
,,
,,-0.114
-0.337,-0.337,-0.174
0.077,-0.011,0.036
-0.709,-0.702,0.204
,,-0.55
,,
,,0.102
,,-0.244
,,-0.172
,,
,,0.243
,,-0.153
11.372,8.914,-0.229
,,
,,-0.53
-0.523,-0.523,-0.389
,,0.777
,,-0.006
0.092,0.111,0.127
0.5,0.466,0.02
,,-0.198
,,-0.074
,,
,,
,,0.077
,,-0.015
,,-0.103
,,
,,-0.091
,,-0.477
-0.773,-0.879,
,,-0.099
,,0.245
,,
,,
-0.914,-0.913,-0.063
,,-0.489
,,-0.337
,,0.297
,,-0.265
-0.147,0.03,0.132
,,0.361
,,
,,0.29
,,
,,0.591
,,-0.355
,,-0.02
,,
,,-0.163
,,0.102
,,-0.393
,,0.009
,,-0.114
-0.111,-0.111,-0.069
,,-0.114
-0.338,-0.16,-0.239
,,-0.86
,,
,,0.1
,,
-0.198,-0.243,0.024
0.379,0.376,0.216
,,
,,
,,4.747
,,
0.089,0.091,0.125
,,
,,0.087
,,-0.106
,,4.45
,,
0.958,0.948,0.099
,,
,,0.142
,,0.052
,,
,,-0.147
-0.425,-0.409,0.066
,,
,,0.205
,,0.312
0.483,0.522,0.288
0.75,-0.262,0.07
0.112,0.112,0.107
,,-0.532
,,-0.571
,,
,,0.067
3.173,3.347,0.134
,,-0.4
,,0.253
,,0.606
,,
,,0.153
,,0.158
,,-0.236
,,
,,-0.553
,,
-0.889,-0.939,
,,-0.071
,,-0.735
,,
,,
,,
,,
,,
-0.832,-0.697,0.009
,,
0.365,0.674,
-0.278,-0.278,-0.264
,,-0.017
,,-0.522
,,11.402
,,0.152
,,-0.25
,,
,,
,,-0.273
,,
,,
,,-0.213
,,
,,0.269
,,0.351
0.244,0.104,0.001
,,
0.693,0.73,0.188
,,
-0.217,-0.217,-0.082
,,-0.285
,,-0.4
,,-0.337
,,0.297
,,0.089
,,-0.222
,,
,,21.171
,,
,,
,,
,,
,,
0.447,0.358,0.169
,,
,,-0.222
,,0.674
,,0.111
,,
,,
,,
,,0.19
,,
,,
,,0.94
,,-0.032
,,0.359
,,-0.066
,,-0.071
,,0.283
,,-0.813
,,
277.913,46.333,0.005
-0.446,-0.435,0.082
,,-0.115
,,-0.782
,,-0.782
,,
,,
,,-0.042
,,
,,-0.033
,,
,,
,,
,,-0.089
,,0.102
0.256,0.637,0.013
,,
,,
,,1.852
,,
1.431,4.459,0.029
,,
,,
,,-0.362
,,-0.273
,,-0.785
0.867,0.872,0.18
,,
,,-0.136
,,0.11
,,0.333
,,-0.021
,,0.053
,,0.136
,,1.465
1.796,1.141,0.067
,,-0.669
,,-0.113
0.821,0.851,0.163
,,
,,0.547
,,0.261
,,
,,-0.236
-0.212,-0.212,0.1
,,-0.378
-0.5,-0.502,-0.244
,,
,,-0.112
,,
,,0.219
,,0.798
-0.79,-0.79,0.211
,,
,,
,,-0.071
,,-0.239
,,
,,-0.988
,,
,,-0.071
,,
,,4.029
,,
,,
,,0.139
,,0.202
,,
,,1.054
,,
,,
,,0.83
,,
,,2.892
,,-0.42
,,-0.006
-0.344,-0.344,-0.163
,,
,,-0.204
,,
,,-0.035
,,5.014
,,-0.039
-0.786,-0.786,-0.464
,,0.05
0.786,0.738,0.239
,,-0.34
,,13.245
,,-0.112
,,5.205
,,-0.08
,,
,,
,,-0.155
,,-0.063
,,
,,
,,0.051
,,-0.217
-0.33,-0.201,-0.235
,,-0.027
,,
-0.5,-0.457,-0.014
,,-0.202
,,-0.108
,,0.063
,,15.158
,,1.049
,,-0.271
,,0.184
,,
,,
,,0.283
,,-0.01
,,-0.303
,,-0.317
,,-0.202
-0.43,-0.403,-0.191
,,
,,
,,0.597
,,-0.418
,,0.433
,,0.226
0.246,0.246,0.075
,,
,,
,,2.43
,,-0.689
,,0.027
,,0.83
,,-0.135
,,-0.233
,,0.277
,,28.9
,,-0.112
,,
,,-0.319
,,0.853
,,0.085
,,
,,
4.602,2.241,0.024
,,0.361
,,0.737
,,
,,
,,3.137
,,0.048
,,-0.007
-0.618,-0.717,
,,
,,
,,
,,
,,0.101
,,-0.034
,,0.037
,,-0.186
,,
,,
,,-0.196
,,
,,
,,-0.075
,,-0.883
,,
,,
,,0.0
,,
,,-0.441
,,-0.034
,,
,,0.044
,,-0.775
,,-0.182
,,0.076
,,
,,0.028
,,
,,
,,-0.408
,,-0.84
,,-0.682
,,
,,-0.118
,,100.165
,,4.467
,,-0.189
,,-0.045
,,
,,-0.028
,,
,,0.041
,,0.952
-0.702,-0.705,0.008
,,
,,0.175
,,-0.14
,,
,,
,,
,,
,,
-0.978,-0.498,
,,-0.281
,,
,,0.022
,,
,,
,,-0.224
,,
,,-0.353
,,
,,-0.863
,,1.956
,,
,,
-0.881,-0.881,0.143
,,0.359
,,-0.076
,-0.658,-0.037
,,2.936
,,-1.0
,,
,,0.158
,,-0.589
,,0.895
,,
,,
,,
,,0.206
,,0.787
,,-0.265
,,-0.006
,,-0.076
,,0.181
,,
,,
,,
,,
0.707,0.823,0.331
,,0.13
,,0.238
,,
,,0.153
,,4.661
,,
,,
,,-0.107
,,0.03
,,1.505
,,
-0.928,-0.928,-0.041
,,-0.342
,,
,,
,,
,,-0.25
,,
2.715,-0.081,
,,-0.08
,,0.184
,,2.67
,,
,,-0.103
,,-0.11
0.857,1.249,0.014
-0.531,-0.489,-0.181
,,19.085
2.865,2.865,0.273
11.185,11.146,0.008
,,-0.058
,,-0.464
,,-0.029
,,0.112
,,
,,1.261
,,
,,
,,0.028
1.6,1.72,0.11
,,
,,-0.142
,,
,,-0.021
,,-0.124
,,
,,
,,0.07
,,
,,1.356
,,-0.171
,,
,,-0.11
,,0.079
,,
,,0.171
,,
,9.599,0.054
,,1.406
,,
2.584,3.165,1.435
,,0.764
,,
,,
,,
,,
0.0,-0.007,-0.009
,,
,,0.147
,,
,,-0.133
,,0.479
,,-0.317
,,-0.082
,,
,,5.228
,,-0.264
,,20.085
,,0.668
,,-0.215
,,
,,
0.162,0.14,-0.099
,,-0.142
,,0.732
,,
,,-0.242
,,-0.006
,,-0.291
,,-0.062
,,-0.005
,,
,,-0.103
,,
,,
,,
,,-0.09
,,
0.741,0.647,0.265
,,
,-0.527,-0.013
,,
,,0.695
,,0.145
,,-0.302
,,
,,0.755
,,
,,
,,3.382
1.257,0.994,-0.095
1.0,0.777,0.025
,,
,,0.112
-0.1,-0.109,-0.115
,,-0.245
,,
,,-0.87
,,0.179
,,
,,-0.019
,,0.946
,,-0.258
,,-0.29
,,-0.332
,,4.221
,,-0.112
1.429,1.398,0.168
,,
,,
,,-0.347
,,
,,0.362
,,0.446
,,
,,-0.017
,,
,,0.228
,,-0.412
,,-0.007
,,0.097
,,
,,-0.338
-0.6,-0.572,-0.099
,,0.462
,,
,,
,,
,,-0.049
,,
,,-0.085
,,0.117
,,-0.339
,,-0.17
,,-0.018
,,-0.442
,,
,,
-0.709,-0.715,-0.868
,,-0.072
,,1.421
,,10.39
,,
,,-0.056
,,-0.242
,,
,,
-0.705,-0.571,
,,0.527
,,
0.372,0.384,0.234
,,0.265
,,
,,
,,
,,-0.188
,,0.273
,,-0.316
,,
,,0.452
,,-0.078
,,0.194
,,
,,5.776
,,-0.345
,,
,,
,,
,,
,,
,,
,,0.618
,,
,,0.117
,,2.336
,,-0.536
,,-0.243
,,0.351
,,
,,0.028
,,1.473
,,0.045
,,
,,0.195
,,-0.093
-0.824,-0.821,-0.323
,,-0.161
,,-0.002
,,-0.115
,,-0.078
,-0.527,-0.013
,,-0.013
,,-0.352
,,
,,
,,-0.362
,,-0.017
,,
,,-0.038
-0.908,-0.496,0.287
,,
,,
,,0.442
,,-0.015
-0.939,-0.938,-0.103
,,0.295
,,-0.104
,,-0.284
,,
0.136,0.136,-0.053
,,0.006
,,0.074
,,0.249
,,1.149
,,
,,
,,
,,
,,
,,
,,
-0.636,-0.636,-0.278
,,
,,-0.362
,,
,,
,,-0.707
,,-0.25
-0.313,-0.308,-0.348
,,-0.239
,,
,,
,,-0.024
0.238,0.238,0.244
,,-0.068
,,
,,
,,
,,
0.015,0.015,-0.107
,,2.17
,,-0.76
,,0.3
,,0.316
,,
0.647,0.599,0.115
,,-0.974
,,1.136
,,
,,1.404
,,0.08
,,-0.406
,,-0.152
,,
,,-0.134
,,-0.254
,,
,,-0.194
,,
,,-0.221
,,0.143
,,0.016
0.167,0.126,-0.024
,,-0.293
,,0.715
,,
,,1.835
0.691,0.691,-0.043
1.315,1.255,0.142
,,-0.021
,,
,,0.292
,,
,,
-0.47,-0.386,0.288
,,
,,
,,-0.76
,,
,,0.848
,,
,,-0.408
0.505,0.505,0.163
,,-0.128
,,
,,
,,-0.295
,,
,,22.25
,,0.415
,,9.725
,,0.105
,,0.23
,,0.141
,,
,,2.573
,,0.03
,,
,,
,,
,,
,,1.003
,,-0.221
,,
,,
,,
,,0.03
-0.774,-0.774,-0.404
,,-0.327
,,0.344
,,
,,-0.15
,,-0.523
,,11.342
,,-0.27
,,
,,-0.216
,,-0.505
,,-0.166
,,
,,
,,
,,
,,1.014
,,-0.038
,,0.879
,,
,,-0.058
,,
,,-0.023
,,0.316
,,-0.391
,,-0.613
,,-0.325
,,-0.3
,,
,,
,,
,,0.568
,,
,,-0.299
-0.15,-0.169,0.05
,,
,,5.954
,,
,,-0.074
,,0.31
,-0.819,-0.208
,,0.083
,,-0.658
,,-0.074
,,0.204
,,
,,12.342
,,-0.944
,,0.192
,,0.003
,,-0.289
,,-0.248
,,-0.607
,,0.737
,,
,,0.071
,,-0.2
,,0.147
,,
,,0.025
,,
,,
,,0.205
,,
,,0.192
,,-0.893
,,0.002
-0.127,-0.04,-0.077
1.356,1.307,0.156
,,
,,
,,0.004
,,1.071
,,2.377
,,3.001
,,
,,-0.503
1.234,1.234,-0.327
,,0.944
,,-0.264
,,
,,0.511
0.269,0.186,0.054
,,
,,0.144
,,1.243
,,0.336
,,-0.186
,,0.431
-0.603,-0.611,-0.233
,,-0.5
,,
-0.4,-0.215,-0.353
,,
,,
,,-0.713
,,
,,
,,-0.57
,,0.453
,,0.498
,,-0.025
,,0.167
,,0.818
,,
,,0.042
,,
,,
,,
,,-0.197
0.52,0.519,0.763
,,
0.057,1.022,0.377
-0.593,-0.644,0.004
,,0.077
,,-0.14
,,0.173
,,6.487
,,
,,-0.115
0.541,0.455,0.002
,,0.012
,,-0.171
,,
,,
,,0.26
,,2.145
,,
,,
,,0.017
,,1.311
2.026,2.744,0.322
,,-0.745
,,-0.263
,,
0.278,0.554,0.312
,,
,,0.054
-0.582,-0.551,-0.008
,,0.253
,,-0.543
,,-0.32
,,
,,5.73
,,-0.443
,,36.914
,,-0.137
,,-0.219
,,
,,-0.799
,,-0.366
,,
,,-0.223
,,0.002
0.221,0.22,0.406
,,-0.207
,,-0.139
,,-0.118
,,-0.41
,,
,,-0.374
,,-0.018
,,
,,-0.765
-0.333,-0.404,0.214
,,-0.343
,,-0.849
0.012,0.343,0.054
,,0.155
,,
1.955,1.955,0.12
-0.47,-0.375,-0.001
,,
,,0.62
,,-0.129
,,
,,-0.493
,,
,,0.67
,,-0.323
,,
,,0.21
,,0.0
,,1.63
,,3.051
,,-0.121
-0.53,-0.519,-0.15
,,-0.161
,,0.188
,,
,,
,,-0.008
,,
,,-0.561
,,0.003
,,0.161
,,3.068
,,
,,-0.047
,,
,0.171,0.148
,,14.091
,,-0.211
,,
,,
,,
,,
-0.163,-0.163,-0.009
,,0.278
,,
,,
,,-0.442
,,
,,
,,
,,-0.364
,,
,,-0.282
,,126.665
,,0.096
,,-0.694
,,2.404
,,
,,
,,-0.036
,,-0.376
,,-0.008
,,
,,
,1.396,21.341
,,
,,-0.206
,,
,,-0.104
,,
,,
,,-0.794
,,
,,
,,
,,0.23
,,0.185
,,
,,-0.114
,,0.147
,,-0.005
,,-0.057
,,-0.483
,,
,,
,,0.109
,,-0.327
,,-0.292
,,9.262
,,-0.067
,,20.196
,,
,,-0.5
,,
-0.988,-0.935,-0.05
,,-0.155
,,0.696
,,0.012
,,-0.771
,,16.626
,,-0.033
,,
,,0.016
,,0.091
,,0.183
,,
,,-0.582
,,-0.979
,,-0.008
,,
,,
,,-0.047
,,
,,
,,0.159
,,
,,0.346
,,-0.147
,,-0.283
,,-0.176
,,3.225
,,-0.047
,,1.577
,,0.237
,,
,,
,,0.113
,,-0.403
,,0.332
,,-0.081
0.04,0.123,0.677
,,
,,
,,
,,-0.075
,,
,,0.212
1.675,1.645,-0.209
,,0.392
,,0.741
,,
,,-0.094
,,-0.939
,,
,,0.474
,,0.145
-0.241,-0.069,0.037
,,0.247
,,-0.392
,,-0.305
,,0.208
,,
,,
,,-0.483
,,
,,-0.945
8.088,8.186,1.652
,,
,,
,,-0.96
,,
,,5571.5
,,0.471
,,-0.006
,,1.187
,,0.741
,,-0.037
,,22.779
,,
,,-0.028
,,46.947
,,
-0.124,-0.124,-0.268
,,0.304
,,-0.396
,,-0.147
13.431,13.431,0.153
,,
,,-0.345
,,
,,
,,
,,
,,
,,2.054
,,7.172
,,1.318
,,0.164
,,
,,
-0.713,-0.713,-0.122
,,1.245
,,
,,0.515
,,
,,
,,0.089
,,0.205
-0.474,-0.474,-0.139
,,0.415
,,
,,72.505
,,-0.427
,,0.288
-0.25,-0.185,0.325
,,-0.107
,,2.501
,,0.152
,,-0.698
,,
,,
,,-0.073
,,-0.79
,,-0.255
,,-0.238
-0.681,-0.669,-0.186
,,-0.106
,,0.754
,,-0.536
,,-0.12
,,0.876
,,-0.994
,,
,,0.166
,,-0.086
,,0.549
,,-0.084
,,
,,
,,0.688
,,-0.289
-0.32,-0.32,73.513
,,0.579
0.562,0.562,0.053
,,
,,
,,-0.116
,,-0.978
,,-0.07
,,
,,-0.842
,,-0.824
,,-0.127
,,
,,-0.013
,,
-0.854,-0.836,-0.34
,,316.492
,,-0.027
,,-0.584
-0.996,-0.993,
,,
,,-0.098
,,0.1
,,
,,
,,136.32
,,-0.478
,,0.176
,,-0.273
,,-0.352
,,
,,14.854
,,
,,-0.205
,,-0.349
,,0.068
,,-0.563
1.098,1.098,0.366
,,-0.377
,,-0.214
,,0.716
,,
,,2.829
,,0.184
,,
,,
,,4.064
,,1.074
,,
,,
,,
,,-0.252
,,
,,
,,
,,-0.564
,,9.68
,,
,,
,,
,,-0.131
,,-0.681
,,-0.049
,,
,,
,,-0.123
,,
,,
,,
,,-0.278
,,
,,
1.112,1.144,0.061
,,
,,
,,-0.019
9.408,-0.168,0.012
,,0.087
,,0.334
,,0.462
,,
,,0.288
,,
,,1.544
,,7.888
,,-0.881
,,
,,0.089
,,-0.585
,,0.255
,,
,,0.047
,,
,,-0.168
,,
,,-0.064
,,-0.315
,,6.248
,,-0.089
,,-0.168
,,
,,-0.5
,,
,,0.07
,,
,,
,,-0.825
,,-0.86
1.059,0.924,-0.027
,,
,,-0.092
-0.441,-0.441,-0.185
,,1.614
,,
,,
,,0.09
,,0.055
,,
,,
,,-0.045
,,-0.086
,,-0.772
,,-0.216
,,-0.031
-0.386,-0.307,0.624
,,0.041
,,
,,-0.989
,,-0.471
,,0.25
,,
,,-0.324
,,
,,
,,-0.296
,,
,,1.252
,,-0.082
,,-0.498
,,-0.04
,,0.135
,,
,,0.624
,,-0.343
,,-0.57
,,0.758
,,
,,
,,
,,0.03
,,
,,-0.084
,,-0.856
0.059,0.059,-0.084
,,-0.428
,,
,,
,,
,,0.252
-0.595,-0.517,-0.198
,,
,,0.234
,,-0.125
,,
,,
,,
,,
,,
,,-0.725
,,
,7.725,
,,-0.781
,,
,,
,,-0.425
,,
,,
,,
,,0.012
,,
,,
,,-0.389
,,10.032
,,0.313
,,-0.053
,,
,,-0.035
,,-0.05
-0.367,0.457,1.471
,,-0.083
,,0.0
,,43.064
,,
,,
,,-0.172
,,-0.108
,,-0.173
,,0.355
,,
,,-0.094
,,
,,
,,
,,
,,-0.002
,,-0.914
,,
,,
,,
,,
,,0.114
,,-0.218
,,
,,-0.278
,,
,,0.963
,,-0.076
,,
,,-0.674
,,
,,
,,0.014
-0.914,-0.906,0.261
,,10.722
,,-0.11
,,-0.783
,,-0.553
,,
,,
,,
,,-0.583
,,
,,0.153
,,0.175
,,0.108
,,
0.274,0.274,-0.023
-0.688,3.255,-0.274
,,-0.623
,,-0.003
,,
,,-0.067
,,-0.59
,,0.295
,,-0.754
,,-0.614
,,
,,-0.652
,,
,,0.823
,,
,,
,,0.93
,,1.449
,,-0.302
,,
,,1.339
,,-0.614
,,0.923
,,
,,-0.386
,,
,,0.185
,,
,,-0.582
,,
,,0.072
,,
,,0.219
,,
-0.627,-0.439,-0.581
,,0.487
,,-0.263
,,-0.495
,,-0.029
,,
,,2.785
,,
,,
,,-0.051
,,
,,0.077
,,-0.977
,,-0.726
,,
,,-0.883
-0.566,-0.19,0.096
,,
,,0.099
,,-0.178
,,
,,
,,0.488
,,
,,-0.107
,,-0.024
,,6.544
,,
,,-0.177
,,
,,0.13
,,-0.191
,,-0.145
,,-0.515
,,0.109
,,
,,3.302
,,
-0.906,-0.729,1.101
,,
,,-0.074
,,-0.036
,,
,,
,,-0.214
,,
,,
,,9.892
,,0.006
,,
,,
,,
,,
,,
,,
,,
,,-0.266
,,2.155
,,
,,
,,-0.199
0.24,0.664,-0.29
,,-0.3
,,5.215
,,-0.753
,,-0.703
,,39.878
,,-0.054
,,
3.766,3.766,2.587
,,-0.751
,,0.979
,,
,,
,,-0.419
,,-0.179
,,
,,0.099
,,0.088
,,0.076
,,0.081
7.0,4.769,0.674
,,-0.111
,,-0.188
,,
,,-0.849
,,
,,0.222
,,0.591
,,
,,
,,
,,
,,
,,
,,
,,0.761
,,
,,-0.187
,,0.08
,,
,,-0.764
,,
,,-0.004
,,
,,-0.191
,,0.113
,,-0.289
,,
,,-0.476
,,
,,
,,-0.764
,,
,,28.412
,,-0.238
,,
,,
0.204,0.204,0.135
,,-0.31
,,-0.395
,,
,,
,,0.655
,,0.095
,,
,,-0.965
,,-0.233
,,
,,
,,
,,0.155
,,-0.368
,,-0.019
,,-0.045
,,
,,0.0
,,-0.88
,,1.47
,,
,,
,,0.333
,,2.556
,,10.982
,,
,,
,,
,,
,,-0.915
,,
,,
,,1.28
,,0.209
,,
,,
,,
,,0.014
,,
,,
,,-0.271
,,
,,-0.856
,,
,,
,,9.939
,,
,,-0.386
4.651,4.831,0.131
,,0.073
,,-0.474
,,
,,
,,32.265
,,
,,-0.195
,,-0.017
,,0.019
,,
,,-0.019
,,
,,0.409
,,-0.055
,,-0.858
,,-0.023
,,
,,-0.255
,,
,,
,,
,,-0.024
,,
,,
,,-0.983
,,
,,-0.418
,,
,,
,,
,,
,,
,,
,,-0.243
,,0.026
,,
,,
,,
,,-0.013
,,-0.085
,,-0.162
,,0.003
,,-0.356
,,
,,3.82
,,0.219
,,0.0
,,-0.716
,,3.911
,,-0.01
,,-0.092
,,
,,-0.662
,,-0.2
,,0.032
,,-0.419
,,
,,1.219
0.874,0.924,0.054
,,
,,0.22
,,0.378
,,0.104
,,0.836
,,-0.634
,,
,,-0.936
,,
,,
,,
,,
,,
,,-0.221
,,0.289
,,1.001
,,
,,-0.142
,,
,,
,,
,,-0.331
,,3.862
,,
,,
-0.602,-0.577,2.555
,,
,,
,,
,,
,,
,,0.475
,,-0.364
,,-0.913
,,
,,
,,-0.532
,,
,,
,,0.0
,,-0.448
,,-0.172
,,-0.348
,,
,,-0.017
,,0.829
,,
0.365,0.674,
4.01,13.64,
,,0.565
,,0.015
,,
,,-0.695
,,
,,2.857
-0.999,1.091,-0.322
,,-0.301
,,
,,
,,
,,
,,0.006
,,-0.247
,,
,,
,,-0.783
,,-0.687
,,-0.38
,,14.091
,,-0.557
,,
,,-0.404
,,
,,-0.486
,,
,,-0.858
,,-0.052
,,-0.013
,,77.266
,,0.28
,,-0.684
,,-0.083
,,0.221
,,
,,0.155
,,
,,0.053
,,0.065
,,
,,40.157
,,
,,
,,
,,-0.035
,,
,,
,,-0.29
-0.385,-0.329,-0.139
,,
,,-0.6
,,
,,
,,-0.731
,,
,,
-1.0,,
,,
,,
,,-0.356
,,
,,
,,0.0
,,
,,
,,0.672
,,-0.958
,,7.618
,,-0.39
,,
,,
,,-0.787
,,-0.124
,,0.465
,,-0.108
,,
,,-0.932
,,0.018
,,
,,
,,
,,-0.098
,,0.76
,,
,,-0.315
,,
,,
,,
,,-0.092
,,
,,0.45
,,
,,
,,0.01
,,1.006
,,
,,0.189
,,0.155
,,0.135
,,-0.567
,,2.117
,,
,,
,,-0.981
,,
,,
,,275.997
,,-0.616
,,
,,0.064
,,0.218
,,
,,-0.075
,,-0.091
,,0.396
,,-0.964
,,
,,-0.407
,,
,,1.642
0.081,0.084,0.05
,,
,,
,,0.053
,,
36.991,37.88,0.484
,,
,,0.16
,,
,,
,,
,,
,,
,,
,,
,,
,,0.369
,,
,,-0.23
,,
,,
,,0.559
,,
,,
,,
,,6.261
,,
,,-0.452
,,
,,
,,
,,-0.08
,,
,,
,,-0.865
,,
,,
,,0.015
,,0.029
,,0.029
,,3.065
,,-0.073
,,
,,
,,3.532
,,
,,
,,
,,
,,-0.197
,,
,,
,,0.0
,,-0.081
,,
,,
,,
,,
,,
,,0.111
,,
,,
,,-0.012
,,0.317
,,
,,
,,
,4.07,0.175
-0.378,-0.297,-0.112
,,0.0
,,-0.835
,,
,,
,,1.25
,,-0.392
,,
,,-0.707
,,0.466
,,
,,-0.39
,,
,,-0.004
,,-0.476
,,0.433
,,
,,-0.35
,,0.358
,,-0.344
,,0.02
,,
,,
,,
-0.653,-0.586,
,,
,,
,,
49.125,47.704,
,,
,,-0.038
,,
,,0.24
,,0.002
,,-0.781
,,
,,
,,
,,0.0
,,
,,0.878
,,
,,-0.129
,,
,,
,,0.364
,,-0.33
,,
,,
,,4.542
,,
,,
,,-0.097
,,-0.748
,,
,,-0.552
,,
,,-0.09
,,1.123
,,-0.973
0.119,0.118,-0.017
,,
,,
,,
,,-0.259
,,
,,
,,
,,
,,
,,
,,0.322
,,0.402
,,0.482
,,
,,0.846
,,
,,0.196
,,
,,-0.569
,,
,,
,,
,,0.518
-0.982,-0.976,-0.091
,,-0.705
,,
,,
,,4.704
,,
,,-0.587
,,
,,
,,
,,-0.869
,,
,,
,,
,,0.749
,,0.349
,,-0.104
,,-0.323
,,
,,-0.803
,,
,,0.307
,,0.196
,,
,,1.268
,,
,,0.957
,,
,,-0.98
,,
,,
-0.994,-0.991,-0.461
,,
,,-0.3
,,-0.487
,,0.193
,,-0.338
,,-0.895
,,
,,73.0
,,3.769
,,-0.156
,,0.07
,,-0.116
,,-0.75
,,-0.523
,,
,,
,,
,,
,,0.003
,,-0.241
,,188.939
,,
,,0.246
,,-0.451
,,-0.861
,,
,,-0.778
,,
,,-0.916
,,
,,-0.569
,,
,,
,,
,,
,,
,,
,,0.154
,,-0.013
,,
,,-0.059
,,-0.435
,,
,,1.715
,,
,,-0.199
,,
,,
,,
,,
,,-0.827
,,-0.921
0.072,0.032,0.042
,,0.069
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,4.774
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.163,0.163,0.127
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.116
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
-0.653,-0.653,0.082
,,
0.235,0.235,0.041
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,-0.411
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.782
,,
,,
,,
,,
-0.169,-0.17,0.014
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.319,0.422,0.645
,,
,,
,,
,,
,,
,,
,,
,,
,,
2.246,2.858,2.51
,,
,,
,,
,,
,,
,,
0.275,0.162,0.417
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.121
,,
,,
,,
4.662,5.167,3.575
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,-0.219,0.016
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,0.032
,,
,,
,,
,,
,,
,,
,,
,,
,,0.891
,,
,,
,,
,,
-0.097,-0.097,0.024
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
