Quick R,Curr R,Cash,Debt,Net Debt,D/E,D/EBITDA
1.904,4.22,237800000.0,545200000.0,307400000.0,14.319,0.3130634452954176
0.453,1.103,757000000.0,19341000704.0,18584000704.0,75.93,3.267612856035272
1.212,1.368,509460000.0,5107389952.0,4597929952.0,64.907,2.231447157661481
0.706,1.775,1539000064.0,5370999808.0,3831999744.0,32.137,1.2321632780778964
0.692,1.497,1491000064.0,8498999808.0,7007999744.0,73.616,2.668445833212098
0.706,1.775,1539000064.0,5370999808.0,3831999744.0,32.137,1.2321632780778964
0.722,1.166,1796999936.0,11886999552.0,10089999616.0,79.173,3.554724746411483
0.389,0.608,1774000000.0,59471998976.0,57697998976.0,159.101,6.739036760033808
1.04,1.504,809246976.0,28874504192.0,28065257216.0,73.354,5.874603289518572
0.294,0.444,10634999808.0,8090999808.0,-2544000000.0,33.705,1.0899905345871759
0.867,1.642,3073999872.0,8684000256.0,5610000384.0,67.459,1.6658353992249384
1.446,2.262,273413996544.0,91782995968.0,-181631000576.0,15.984,0.2646011505684448
1.469,1.476,12549112832.0,247540000.0,-12301572832.0,5.295,0.23212786832550514
0.214,0.96,743000000.0,9688000512.0,8945000512.0,81.977,3.376786590489488
0.965,1.218,20938999808.0,137048997888.0,116109998080.0,200.191,8.23562251057275
0.389,0.608,1774000000.0,59471998976.0,57697998976.0,159.101,6.739036760033808
0.899,1.255,16024000512.0,34867998720.0,18843998208.0,65.29,2.7435674083905153
1.446,2.262,273413996544.0,91782995968.0,-181631000576.0,15.984,0.2646011505684448
1.099,1.193,,,,,
0.275,0.484,173000000.0,38948999168.0,38775999168.0,101.705,7.129598885540119
0.667,0.981,1758000000.0,26371000320.0,24613000320.0,233.186,3.2289702599909273
1.373,1.618,30479998976.0,47955001344.0,17475002368.0,171.716,6.616308132450331
3.287,3.913,412000000.0,1239000064.0,827000064.0,5.034,0.2479487725422925
0.281,0.666,363000000.0,46753001472.0,46390001472.0,151.441,5.83682924083822
0.865,0.95,3519000064.0,10771999744.0,7252999680.0,85.208,4.898590009317981
0.802,1.039,482000000.0,12101999616.0,11619999616.0,62.776,3.0330825132244206
0.779,1.086,6796000256.0,4578999808.0,-2217000448.0,97.737,3.580140405684921
0.958,1.034,1386000000.0,21713000448.0,20327000448.0,154.552,3.682041832058789
4.813,5.444,8279699968.0,16074900480.0,7795200512.0,84.861,3.7338335041506343
9.938,33.034,29055000576.0,23099000832.0,-5955999744.0,45.069,2.3577626190986605
0.561,0.561,82110996480.0,55318999040.0,-26791997440.0,111.866,
0.842,1.672,13703000064.0,254029004800.0,240326004736.0,157.152,8.217014464517398
0.677,1.113,164594000.0,1237271040.0,1072677040.0,84.813,0.8883131921150577
0.879,1.315,3747000064.0,13701999616.0,9954999552.0,63.579,1.7215729998516558
2.503,3.367,3133565952.0,4039953920.0,906387968.0,82.925,-67.16130400811265
0.611,0.611,1104603008.0,10440279040.0,9335676032.0,110.172,3.1138065345260713
0.629,1.071,1052000000.0,20935000064.0,19883000064.0,73.13,5.4861111278826
0.665,1.232,1672999936.0,30034999296.0,28361999360.0,129.105,3.8981180461362173
0.523,1.282,1663100032.0,5044800000.0,3381699968.0,122.209,1.9870804102937243
0.432,0.611,510000000.0,37559001088.0,37049001088.0,204.38,4.340575809197302
1.14,1.682,2140999936.0,3628999936.0,1488000000.0,13.877,1.01652662916398
0.475,1.158,350007984128.0,5041107238912.0,4691099254784.0,73.419,4.135394102541992
2.503,3.367,3133565952.0,4039953920.0,906387968.0,82.925,-67.16130400811265
0.475,1.158,350007984128.0,5041107238912.0,4691099254784.0,73.419,4.135394102541992
1.272,1.744,1766899968.0,3180400128.0,1413500160.0,101.76,1.7002941365460638
0.559,6.526,2345999872.0,7362400256.0,5016400384.0,29.937,1.4087482618040088
0.573,0.674,115644000.0,8681837568.0,8566193568.0,103.929,3.478521862777106
0.31,0.638,509000000.0,18674999296.0,18165999296.0,74.745,4.473053655023848
3.534,4.682,4062200064.0,702600000.0,-3359600064.0,6.624,0.4036075367647059
1.702,2.497,8185999872.0,3515000064.0,-4670999808.0,57.793,
0.894,1.55,3783412992.0,5015669248.0,1232256256.0,89.95,1.6420681797724257
1.013,1.683,2140999936.0,3628999936.0,1488000000.0,13.875,1.017096394618834
1.533,2.822,597000000.0,2728999936.0,2131999936.0,66.838,0.9250846839285289
0.759,1.262,2268999936.0,14279999488.0,12010999552.0,32.032,0.9273931578204294
0.885,1.126,1395000064.0,9729000448.0,8334000384.0,108.184,4.062213022137105
0.413,0.948,4737999872.0,25208000512.0,20470000640.0,282.982,3.1581057514109827
1.373,1.618,30479998976.0,47955001344.0,17475002368.0,171.716,6.616308132450331
0.332,1.148,2696999936.0,42339999744.0,39642999808.0,129.133,4.841069961700107
0.388,0.586,97000000.0,32466999296.0,32369999296.0,148.224,4.744556511318844
4.538,4.605,6068417024.0,77231000.0,-5991186024.0,1.243,0.09526446959127441
6.987,8.155,4384342016.0,101060000.0,-4283282016.0,1.148,0.05308188486144395
0.946,1.296,4172303040512.0,11872584597504.0,7700281556992.0,98.423,8.356090590902847
0.715,1.637,519000000.0,5829000192.0,5310000192.0,105.388,1.984678351726052
0.234,0.632,11925000192.0,9258000384.0,-2666999808.0,22.293,1.0838211478893576
0.799,1.221,213838004224.0,100792000512.0,-113046003712.0,33.904,2.518414908776956
1.073,1.957,6781575168.0,6122475008.0,-659100160.0,27.675,3.860013194395408
0.946,1.296,4172303040512.0,11872584597504.0,7700281556992.0,98.423,8.356090590902847
0.904,0.996,3750000128.0,7161999872.0,3411999744.0,150.811,2.836435664765102
1.073,1.957,6781575168.0,6122475008.0,-659100160.0,27.675,3.860013194395408
0.911,1.101,28280999936.0,160238993408.0,131957993472.0,355.447,18.73921087693726
1.018,1.055,950334016.0,6923399168.0,5973065152.0,87.466,1.9720525849032857
0.566,0.948,724000000.0,48851001344.0,48127001344.0,176.868,6.334414074688796
3.337,3.432,3910970112.0,1264427008.0,-2646543104.0,39.566,42.45465560890441
0.375,0.375,1231437056.0,25920014336.0,24688577280.0,838.545,5.796114058302292
0.105,0.282,94000000.0,29565999104.0,29471999104.0,,7.517416624743113
0.712,0.891,10704000000.0,41986998272.0,31282998272.0,128.708,3.7448267314773775
0.712,0.891,10704000000.0,41986998272.0,31282998272.0,128.708,3.7448267314773775
0.408,0.522,1152882944.0,14562752512.0,13409869568.0,381.143,7.775302270533204
1.871,3.012,2587246080.0,189708000.0,-2397538080.0,2.335,0.09764282274791555
0.368,0.775,634000000.0,7278000128.0,6644000128.0,518.746,1.9017507202215715
0.226,0.99,4341000192.0,19970000896.0,15629000704.0,129.507,2.302017309435673
0.605,0.87,676000000.0,8544999936.0,7868999936.0,53.413,3.253998611009833
0.605,0.87,676000000.0,8544999936.0,7868999936.0,53.413,3.253998611009833
0.772,0.865,343683008.0,4655508992.0,4311825984.0,,2.694968187870838
0.751,1.048,2326000128.0,24174000128.0,21848000000.0,66.823,1.8295618491985008
1.373,1.618,30479998976.0,47955001344.0,17475002368.0,171.716,6.616308132450331
2.253,3.215,4801999872.0,4728999936.0,-72999936.0,14.149,0.6688825813837382
1.004,1.622,4536999936.0,10647000064.0,6110000128.0,39.511,2.1074820911489676
0.619,0.963,1464999936.0,33386999808.0,31921999872.0,159.282,6.072571950761952
1.168,1.223,2937142016.0,1239330944.0,-1697811072.0,92.099,-32.599388273667046
1.187,1.584,2385999872.0,4251000064.0,1865000192.0,17.005,0.5217871810707179
0.712,0.837,1630000000.0,2208999936.0,578999936.0,36.32,1.1992399218241043
7.342,7.376,1005884992.0,8248000.0,-997636992.0,0.107,0.0062868491068405795
0.767,1.408,3087000064.0,6033999872.0,2946999808.0,33.77,1.2906952127943274
0.799,1.221,213838004224.0,100792000512.0,-113046003712.0,33.904,2.518414908776956
0.964,1.633,619712000.0,2198699008.0,1578987008.0,21.164,0.9974097003904204
2.159,3.44,1209449984.0,851812992.0,-357636992.0,14.273,0.45786623304568375
1.191,1.463,78098997248.0,42754998272.0,-35343998976.0,29.088,2.7988346134785504
2.159,3.44,1209449984.0,851812992.0,-357636992.0,14.273,0.45786623304568375
0.647,1.215,31086999552.0,110776999936.0,79690000384.0,50.133,1.5469055843720998
1.148,1.236,3005591040.0,1229181952.0,-1776409088.0,68.101,-16.818295596967957
0.986,1.165,2035100032.0,3506899968.0,1471799936.0,100.747,5.838021943038618
1.191,1.463,78098997248.0,42754998272.0,-35343998976.0,29.088,2.7988346134785504
0.556,1.001,186000000.0,23433000960.0,23247000960.0,140.561,5.575303498258524
0.564,0.834,2060000000.0,12012000256.0,9952000256.0,141.235,3.535020542530127
0.486,0.623,1066268032.0,35297001472.0,34230733440.0,61.593,5.5696017881034985
0.568,0.978,1070000000.0,8743999488.0,7673999488.0,81.491,2.4644868906426156
0.668,0.819,677000000.0,12314999808.0,11637999808.0,,4.4234913103448275
11.873,12.0,2059940992.0,25183000.0,-2034757992.0,1.055,0.17088628141245835
4.92,5.595,3928176128.0,43152000.0,-3885024128.0,0.708,0.09201362661423015
1.027,1.795,1137269014528.0,859003027456.0,-278265987072.0,17.168,0.9767958424636157
1.18,1.393,3592999936.0,698000000.0,-2894999936.0,14.867,0.46940145928601656
1.18,1.393,3592999936.0,698000000.0,-2894999936.0,14.867,0.46940145928601656
0.466,0.55,219000000.0,15178999808.0,14959999808.0,35.449,1.5584188304974107
0.436,0.797,1175630976.0,30405443584.0,29229812608.0,183.959,5.400439141922685
0.245,0.337,2146000000.0,28653000704.0,26507000704.0,286.33,4.203785314553991
1.869,4.004,2323000064.0,6179999744.0,3856999680.0,291.923,3.452513823463687
0.756,1.091,458000000.0,2848000000.0,2390000000.0,36.843,2.894308943089431
0.84,0.943,2835000064.0,10341000192.0,7506000128.0,135.106,7.396995845493562
1.047,1.857,775524974592.0,841600991232.0,66076016640.0,29.202,1.2826526628217154
3.496,5.003,1146077056.0,19912000.0,-1126165056.0,0.585,0.028247618098195575
1.413,2.601,1410000000.0,5261000192.0,3851000192.0,23.773,2.246370582606561
0.298,1.311,241084992.0,4696868864.0,4455783872.0,355.804,2.6986023035383817
1.572,1.872,22196000768.0,3895000064.0,-18301000704.0,4.509,0.3253017158916745
1.677,3.821,10044199936.0,13216400384.0,3172200448.0,44.06,1.7176871332246024
0.756,1.091,458000000.0,2848000000.0,2390000000.0,36.843,2.894308943089431
0.611,0.611,1104603008.0,10440279040.0,9335676032.0,110.172,3.1138065345260713
0.64,1.06,495000000.0,3875000064.0,3380000064.0,106.808,2.392418435856881
1.645,1.95,2756056064.0,1025675008.0,-1730381056.0,27.203,12.958459248777652
1.063,1.672,347400000.0,5511699968.0,5164299968.0,65.384,2.5263325505211878
0.663,1.207,1071000000.0,14494000128.0,13423000128.0,780.506,3.2359901587177116
1.414,1.531,629900032.0,3427800064.0,2797900032.0,1096.545,2.368410239611088
0.248,0.385,3331000064.0,22379999232.0,19048999168.0,128.326,2.8985881903263366
0.772,0.883,37033000960.0,49583001600.0,12550000640.0,149.725,20.676813575215956
0.707,0.878,7056974848.0,8419643904.0,1362669056.0,365.185,4.188625496447736
1.013,1.75,3815000064.0,4369999872.0,554999808.0,24.946,0.9674562068294019
5.587,5.834,3936699904.0,1113600000.0,-2823099904.0,12.947,6.145695364238411
1.442,3.434,242308992.0,2278150912.0,2035841920.0,50.945,2.063815514608947
7.974,28.579,5482400768.0,20338040832.0,14855640064.0,273.033,30.600453833098616
1.442,3.434,242308992.0,2278150912.0,2035841920.0,50.945,2.063815514608947
28.595,32.325,186276003840.0,9292000256.0,-176984003584.0,28.419,0.9803756733977905
1.138,1.218,3449999872.0,15820000256.0,12370000384.0,693.252,4.02237490806814
0.884,1.097,1506000000.0,27090999296.0,25584999296.0,114.039,4.795715985648048
0.285,0.331,606000000.0,96283000832.0,95677000832.0,472.717,4.34196159328208
,,,,,,
0.599,1.53,912345024.0,6000852992.0,5088507968.0,132.921,2.253241515078111
0.416,0.587,581000000.0,12972000256.0,12391000256.0,91.533,4.210321494794085
0.245,0.337,2146000000.0,28653000704.0,26507000704.0,286.33,4.203785314553991
0.245,0.337,2146000000.0,28653000704.0,26507000704.0,286.33,4.203785314553991
1.108,2.348,225000000.0,5808999936.0,5583999936.0,62.022,2.6732628196451085
0.44,0.935,3873999872.0,9388000256.0,5514000384.0,,2.8683166634806803
,,239759065088.0,335174205440.0,95415140352.0,,
1.119,2.313,566499968.0,5494499840.0,4927999872.0,80.129,5.841483988943228
,,,,,,
1.522,1.952,21707999232.0,12920999936.0,-8786999296.0,70.626,3.2181817509430557
0.94,1.153,72248819712.0,43645546496.0,-28603273216.0,11.497,0.5239776299070421
17.638,17.639,232983008.0,17838170112.0,17605187104.0,64.998,4.90589170115723
3.926,4.254,160300000.0,0.0,-160300000.0,,0.0
0.323,0.553,23000000.0,20562300928.0,20539300928.0,150.418,5.602806596959334
0.291,0.584,3839000064.0,2728000000.0,-1111000064.0,11.84,0.5852821041891946
0.479,0.695,113100000.0,16850499584.0,16737399584.0,621.469,3.751725266880872
1.968,2.41,1808000000.0,1176999936.0,-631000064.0,7.699,0.3191431496746204
0.715,1.106,17524578304.0,3157764096.0,-14366814208.0,3.388,0.1156450018248167
4.41,4.623,1206661021696.0,6381221969920.0,5174560948224.0,150.968,6.391645058069808
1.307,2.077,5772000256.0,4993999872.0,-778000384.0,26.743,1.0809522933498297
0.453,0.66,4348199936.0,2323500032.0,-2024699904.0,31.391,0.7069186206905146
0.294,0.444,10634999808.0,8090999808.0,-2544000000.0,33.705,1.0899905345871759
0.711,0.881,688000000.0,8124000256.0,7436000256.0,,3.1623201472901865
1.307,2.077,5772000256.0,4993999872.0,-778000384.0,26.743,1.0809522933498297
1.31,1.899,1170000000.0,2124000000.0,954000000.0,18.782,1.1919191919191918
0.545,0.808,1465540935680.0,4031039930368.0,2565498994688.0,101.732,4.006830572348363
0.658,1.541,13670463488.0,121665642496.0,107995179008.0,241.453,3.188491662869377
,,,,,,
0.832,1.16,3736999936.0,10716000256.0,6979000320.0,107.666,2.916712201779848
0.453,0.66,4348199936.0,2323500032.0,-2024699904.0,31.391,0.7069186206905146
1.417,2.091,1486000000.0,3684000000.0,2198000000.0,60.039,2.007629357772055
3.132,9.429,6470638080.0,4474395136.0,-1996242944.0,19.683,1.0250371938806389
3.132,9.429,6470638080.0,4474395136.0,-1996242944.0,19.683,1.0250371938806389
0.021,1.025,1118119040.0,221568992.0,-896550048.0,9.346,-1.3819472275755915
45.517,49.292,98623995904.0,13304000512.0,-85319995392.0,52.827,2.3001384011065005
0.331,1.125,1991000064.0,5935000064.0,3944000000.0,72.555,2.2879723812106647
1.416,2.827,2483000064.0,6880999936.0,4397999872.0,32.017,1.9188511382077371
0.744,1.38,891000000.0,5373000192.0,4482000192.0,,2.4658100202791
0.641,0.846,6550000128.0,44694999040.0,38144998912.0,213.097,5.176626946047632
0.966,1.762,1486000000.0,5106999808.0,3620999808.0,47.091,2.3087702567811936
0.835,0.921,189048992.0,2800677888.0,2611628896.0,,3.113185749741526
0.611,0.611,1104603008.0,10440279040.0,9335676032.0,110.172,3.1138065345260713
0.709,1.705,272600000.0,1693600000.0,1421000000.0,35.595,1.5971331572991323
0.569,1.072,2564000000.0,21211000832.0,18647000832.0,51.121,3.3813169214736623
1.625,1.9,5153999872.0,13555000320.0,8401000448.0,35.201,1.6260796928982726
0.595,0.707,555491968.0,8315037184.0,7759545216.0,33.13,1.837568675567995
0.082,1.283,225810000.0,5557355008.0,5331545008.0,223.159,2.8562533448460177
6.483,6.53,15301999616.0,4525000192.0,-10776999424.0,36.906,
0.4,0.937,494000000.0,59675000832.0,59181000832.0,189.818,6.3329092294538185
,,,,,,
1.625,1.9,5153999872.0,13555000320.0,8401000448.0,35.201,1.6260796928982726
3.361,5.838,519593984000.0,60382998528.0,-459210985472.0,2.398,0.12890066352883012
,,141396000768.0,53579001856.0,-87816998912.0,,
1.966,2.747,8892999680.0,7776999936.0,-1115999744.0,66.945,4.55861660961313
1.302,1.52,2929299968.0,2579300096.0,-349999872.0,100.241,2.793566755544391
0.819,1.301,2920999936.0,9466999808.0,6545999872.0,244.942,4.84410738430157
0.739,0.838,2188000000.0,15745000448.0,13557000448.0,272.122,5.386589156092471
1.203,1.377,24057000.0,169992000.0,145935000.0,4.018,0.0951212269430515
0.617,0.699,15616000000.0,32785999872.0,17169999872.0,245.166,3.938258152054587
0.757,0.869,614200000.0,13273745408.0,12659545408.0,111.346,6.579668956814749
1.581,1.822,16792000512.0,2836999936.0,-13955000576.0,41.477,1.5596480682696667
0.864,1.411,1836999936.0,7681999872.0,5844999936.0,32.667,2.376856396039604
1.727,2.959,716291968.0,1007344000.0,291052032.0,14.942,1.0534514636615382
1.6,1.847,123865997312.0,91843002368.0,-32022994944.0,30.829,2.7880214319450323
0.68,1.323,4240000000.0,19886000128.0,15646000128.0,127.393,6.909659222919951
1.05,1.392,2328000000.0,30912999424.0,28584999424.0,296.926,8.668816128545018
8.307,8.558,27121244160.0,116856000.0,-27004388160.0,0.376,0.024258286007394155
0.297,2.075,132493000.0,13650554880.0,13518061880.0,93.006,6.034455910232476
1.479,2.286,1321900032.0,4994100224.0,3672200192.0,49.167,2.5538737623503143
1.6,1.847,123865997312.0,91843002368.0,-32022994944.0,30.829,2.7880214319450323
0.693,0.712,942000000.0,5247000064.0,4305000064.0,591.545,2.689390000963116
0.641,0.846,6550000128.0,44694999040.0,38144998912.0,213.097,5.176626946047632
0.881,0.976,562200000.0,3459000064.0,2896800064.0,130.278,2.050749984215332
1.033,1.663,249500000.0,1699000064.0,1449500064.0,15.128,1.43775925362469
0.693,0.712,942000000.0,5247000064.0,4305000064.0,591.545,2.689390000963116
2.295,2.397,531502989312.0,158736007168.0,-372766982144.0,18.233,0.9204648460639192
0.631,0.772,189000000.0,4897999872.0,4708999872.0,93.548,2.692096319827506
,,21763000320.0,15004999680.0,-6758000640.0,,
0.754,1.483,159971999744.0,875771985920.0,715799986176.0,25.734,1.7239300985783326
10.24,11.099,1065086016.0,32306000.0,-1032780016.0,2.845,0.6925632945312667
0.363,1.423,1066000000.0,10616999936.0,9550999936.0,46.798,4.107156750041792
0.474,0.936,32000000.0,23992000512.0,23960000512.0,204.588,7.0234193536299765
0.24,1.067,73900000.0,11566999552.0,11493099552.0,153.569,3.0457106079639473
0.655,1.012,1026000000.0,15966999552.0,14940999552.0,313.694,6.020738895927602
1.267,1.667,52197998592.0,14773999616.0,-37423998976.0,14.463,2.5721835893337275
3.11,3.156,5886276096.0,7338397184.0,1452121088.0,144.616,
2.218,2.314,117613000.0,3647674880.0,3530061880.0,57.355,3.199894450214749
0.754,1.483,159971999744.0,875771985920.0,715799986176.0,25.734,1.7239300985783326
0.623,1.044,4917000192.0,34631999488.0,29714999296.0,92.733,4.3442047917858035
1.094,1.258,17415000064.0,55048998912.0,37633998848.0,102.101,6.466462977311598
,,127125604532224.0,159063123951616.0,31937519419392.0,,
0.794,1.287,10997000192.0,17557999616.0,6560999424.0,73.382,3.6609671974129268
,,262574489600.0,747837849600.0,485263360000.0,,
4.41,4.623,1206661021696.0,6381221969920.0,5174560948224.0,150.968,6.391645058069808
0.705,1.061,30971000832.0,40848998400.0,9877997568.0,55.559,18.147044530692646
0.265,0.351,175000000.0,15072000000.0,14897000000.0,141.097,5.651293452687371
1.094,1.258,17415000064.0,55048998912.0,37633998848.0,102.101,6.466462977311598
,,6293000192.0,20329000960.0,14036000768.0,,
2.715,2.791,1630120960.0,44700000.0,-1585420960.0,0.665,
0.41,0.933,180000000.0,11123000320.0,10943000320.0,486.145,4.923860117252303
0.821,1.443,721993990144.0,1118330028032.0,396336037888.0,32.126,1.5873779340729344
5.47,7.851,602954989568.0,0.0,-602954989568.0,,0.0
,,262574489600.0,747837849600.0,485263360000.0,,
0.503,0.683,123035000.0,967182016.0,844147016.0,66.985,1.2051376621752707
6.134,6.679,1856765056.0,739041984.0,-1117723072.0,59.136,-0.8055313398808549
0.805,1.326,1387000064.0,13637999616.0,12250999552.0,54.291,2.9532265036840606
0.542,0.719,184761008128.0,4633533087744.0,4448772079616.0,158.816,5.93470142457135
